ISBN,Titulo,Autor,Editorial,FechaPublicacion,Edicion,Idioma,Paginas,Descripcion,Categorias,Ejemplares
978-4-959-65286-2,Más allá de la medianoche,"Sheldon, Sidney",Emecé,1926,Primera,Español,0,,,1
978-7-434-34251-7,Más allá del planeta silencioso - 1,"Lewis, C.S.",Minotauro - La Nación,2008,Primera,Español,0,,Lit. Juvenil,1
978-7-889-60712-4,Más allá del surco,"Pellenc, Celia C.",[s.n],1926,Primera,Español,0,,,1
978-2-413-71245-9,Más y más cuentos,-,Ministerio de educación,1926,Primera,Español,0,,,1
978-5-286-53301-5,Máscaras del tiempo,"Gabriel, Marius",Emecé,1926,Primera,Español,0,,,1
978-8-845-69982-5,Mascaró. El cazador Americano,"Conti, Haroldo",Emecé,1926,Primera,Español,0,,,1
978-6-421-13144-8,Mascotas juguetonas,-,[Florida],1926,Primera,Español,0,,,1
978-7-998-67920-3,Matemática hasta en la sopa,"Sabia, Juan",Iamiqué,1926,Primera,Español,0,,,1
978-9-068-53767-3,Mateo y su gato rojo,"Rocha, Silvina & Mancilla Prieto, Lucía",del Naranjo,1926,Primera,Español,0,,,1
978-8-584-81293-6,Mattimeo,"Jacques, Brian",Montena/ Mondadori,1926,Primera,Español,0,,,1
978-1-856-21123-9,Maxi Marote,"Blasco, Martín",Norma,1926,Primera,Español,0,,,1
978-1-358-71088-9,Maximina,"Palacio Valdés, Armando",Espasa-Calpe,1926,Primera,Español,0,,,1
978-2-269-09132-6,Mayo de 1810 (I),-,Billiken,1926,Primera,Español,0,,,1
978-9-289-24861-7,Mayo de 1810 (II),-,Billiken,1926,Primera,Español,0,,,1
978-7-680-83442-2,Maze Runner. Correr o morir,"Dashner, James",V&R,2022,Primera,Español,0,,Lit. Juvenil,1
978-0-873-58482-1,Me alquilo para soñar. Taller de guión,"García Márquez, Gabriel",Sudamericana,2008,Primera,Español,0,,Lit. Latinoamericana,1
978-8-411-08082-8,Me da igual,"Vail, Rachel",Ediciones B,2000,Primera,Español,0,,Lit. Juvenil,1
978-2-739-64297-3,"Me hace bien o mal? aprender sobre medicamentos, drogas y salud","Llewellyn, Claire",Albatros,1926,Primera,Español,0,,,1
978-1-339-58169-9,Me muero por ir al cielo,"Flagg, Fannie",Vergara,1926,Primera,Español,0,,,1
978-6-073-30813-7,Medicos y traficantes,"Green, Gerald",Circulo de Lectores,1926,Primera,Español,0,,,1
978-8-449-20793-8,Medio mundo entre un zapato.,"Arciniegas, German",Sudamericana,1926,Primera,Español,0,,,1
978-8-430-20129-7,Memoria de mis putas tristes,"García Márquez, Gabriel",Sudamericana,2008,Primera,Español,0,,Lit. Latinoamericana,1
978-5-998-83507-0,Memoria y dictadura. Un espacio para la reflexión desde los Derechos Humanos,Comisión de Educación de la Asamblea Permanente por los Derechos Humanos,Dirección General de Derechos Humanos,1926,Primera,Español,0,,,1
978-8-167-16631-9,Memorial de isla negra,"Neruda, Pablo",Losada,1926,Primera,Español,0,,,1
978-5-300-71246-4,Memorias,"Aráoz de Lamadrid, Gregorio",Jackson,1926,Primera,Español,0,,,1
978-8-022-11913-9,Memorias de Adriano,"Yourcenar, Marguerite",Altaya,1926,Primera,Español,0,,,1
978-8-094-75632-4,Memorias de África,"Dinesen, Isak",RBA,1926,Primera,Español,0,,,1
978-5-948-67463-6,Memorias de la patria nueva,,Eudeba,1926,Primera,Español,0,,,1
978-3-657-06487-8,Memorias de la prisión. Buenos Aires en la epoca de Rosas,"Paz, José María",EudeBa,1926,Primera,Español,0,,,1
978-0-217-08396-6,Memorias de la vida literaria argentina,Antología,Kapelusz,1926,Primera,Español,0,,,1
978-5-079-91183-9,Memorias de ultratumba I,"Chateaubriand, Francois-René de",Hyspamerica,1926,Primera,Español,0,,,1
978-7-366-60634-3,Memorias de ultratumba II,"Chateaubriand, Francois-René de",Hyspamerica,1926,Primera,Español,0,,,1
978-7-327-02648-7,Memorias de un hombre de bien,"Orgambide, Pedro",Falbo librero,1926,Primera,Español,0,,,1
978-8-902-29155-9,Memorias de Vladimir,"Suez, Perla",Alfaguara,1926,Primera,Español,0,,,1
978-4-444-25922-4,Memorias del club Picwick,"Dickens, Charles",Argonauta,1926,Primera,Español,0,,,1
978-8-194-73752-0,Memorias del general Jose María Paz. Selección,,Centro editorial de America Latina,1926,Primera,Español,0,,,1
978-8-575-18085-3,Memorias del Marques de Bradomin,"Valle-Inclan, Ramón de",Zig - Zag,1926,Primera,Español,0,,,1
978-9-828-46149-1,Memorias II,"Aráoz de Lamadrid, Gregorio",Jackson,1926,Primera,Español,0,,,1
978-8-683-57399-8,Memorias postumas V,"Paz, José María",Hyspamerica,1926,Primera,Español,0,,,1
978-4-998-24054-9,Memorias Tomo III,"Aráoz de Lamadrid, Gregorio",Jackson,1926,Primera,Español,0,,,1
978-1-790-64741-5,Mendigos y vagabundos,"Troncoso, Oscar",Centro editor de América Latina,1982,Primera,Español,0,,,1
978-8-727-14531-0,Menéndez Pelayo,"Laín Entralgo, Pedro",Espasa-Calpe,1926,Primera,Español,0,,,1
978-3-145-43166-3,Mensaje para una princesa de otro planeta,"Chamlian, Regina",Coquena,1991,Primera,Español,0,,,1
978-3-503-64104-8,Mercaderes y banqueros de la edad media,"Le Goff, Jacques",Editorial Universitaria Bs As,1926,Primera,Español,0,,,1
978-6-244-55056-3,Meri y Ari : leyenda de los bororó del Mato Groso ; La Pincoya y el Pincoy : leyenda de Chiloé ; Huampi : leyenda de los valles calchaquíes,"Ferro, Beatriz",Página 12,1926,Primera,Español,0,,,1
978-5-545-74740-5,Metodo de Lectura Gradual,"Sarmiento, Domingo Faustino",Clarín,1926,Primera,Español,0,,,1
978-7-868-10261-9,Metodos de la Industria Química. En diagramas de flujo coloreados. Inorgánica 1,"Tegeder, Fritz. Mayer, Ludwig",Reverté,1926,Primera,Español,0,,,1
978-0-931-62446-9,Metodos de la Industria Química. En diagramas de flujo coloreados. Orgánica. 2,"Tegeder, Fritz. Mayer, Ludwig",Reverté,1926,Primera,Español,0,,,1
978-5-067-74578-1,Mi abuelo Moctezuma,"García Esperón, María",Edelvives,2018,Primera,Español,0,,,1
978-4-250-07218-5,Mi amigo el Rey,"Cabal, Graciela Beatriz",Alfaguara,1988,Primera,Español,0,,,1
978-0-878-04322-4,Mi cuerpo,-,[Jardín de Genios],1926,Primera,Español,0,,,1
978-6-801-31171-2,Mi hermana la Luna,"Harrison, Sue",Plaza Janés,1999,Primera,Español,0,,Lit. EEUU,1
978-0-430-24582-0,Mi león,"Sadat, Mandana",Fondo de cultura económica,1926,Primera,Español,0,,,1
978-0-421-06577-2,Mi libro de versos : colección de poesías recitables,"Carlino, Carlos (comp.)",Castellvi,1926,Primera,Español,0,,,1
978-1-763-48572-3,"Mi nombre es Stilton, Geronimo Stilton - 1","Stilton, Geronimo",Destino,1926,Primera,Español,0,,,1
978-9-717-48420-4,Mi planta de naranja-lima,"Vasconcelos, José Mauro de",El Ateneo,1926,Primera,Español,0,,,1
978-3-841-69823-0,Mi primer libro de Meteorología,"Spilsbury, Louise",Parragon,1926,Primera,Español,0,,,1
978-1-306-36869-8,Mi primera biblioteca de Mickey y sus amigos. Banda de rock,Disney,El Gato de hojalata,2017,Primera,Español,0,,Lit. Infantil (rojo),1
978-0-995-59345-9,Mi primera enciclopedia ilustrada :  empieza a descubrir el maravilloso mundo que nos rodea,-,Parragon,1926,Primera,Español,0,,,1
978-8-219-50988-0,Mi primera historia I,-,Bach,1926,Primera,Español,0,,,1
978-7-530-62463-0,Mi primera historia II,-,Bach,1926,Primera,Español,0,,,1
978-4-970-38267-0,Mi querido Watson,"Doyle, Arthur Conan",A-Z,1926,Primera,Español,0,,,1
978-9-732-76961-4,Mi siglo,"Grass, Gunter",Alfaguara,1926,Primera,Español,0,,,1
978-7-029-20909-6,Mi sombra y yo : y otras insólitas historias,"Vives Heredia, Pedro ","Vives Heredia, Pedro ",1926,Primera,Español,0,,,1
978-1-708-14712-9,Mi vida con Leopoldo Marechal,"Rosbaco Marechal, Elbia",Paidos,1926,Primera,Español,0,,,1
978-6-490-74317-7,Mi vida de abeja,"Hall, Kirsten",Libros del zorro rojo,1926,Primera,Español,0,,,1
978-5-552-12737-5,Miau,-,[Solquin],1926,Primera,Español,0,,,1
978-8-302-66488-5,Mickey Mouse y el carro de bomberos,Disney,El Gato de hojalata,2015,Primera,Español,0,,Lit. Infantil (rojo),1
978-7-518-48168-2,Microvida,"Burnie, David",Puerto de palos,1926,Primera,Español,0,,,1
978-4-531-65108-5,Miedo en el sur; El tigre gente y otros cuentos,"Shua, Ana María",Sudamericana,1926,Primera,Español,0,,,1
978-2-636-29353-7,Miedos chiquitos,"Gurruchaga, Rosita",Andres Bello,1926,Primera,Español,0,,,1
978-5-133-07341-1,Miedos de invierno,"Pérez Diaz, Enrique",Aique,2012,Primera,Español,0,,,1
978-6-050-93187-7,Mientras duermen las piedras,"Ramos, María Cristina",Edelvives,2009,Primera,Español,0,,,1
978-0-735-17287-6,Mientras no muera tu nombre,"Cinetto, Liliana",Norma,1926,Primera,Español,0,,,1
978-5-343-70316-0,Mientras voy creciendo,"Finkel, Berta",Plus Ultra,1926,Primera,Español,0,,,1
978-8-321-96809-4,Miguel de Unamuno,"Marias, Julian",Espasa-Calpe,1926,Primera,Español,0,,,1
978-4-289-48749-3,Mil años de cuentos del mar,Antología,Edelvives,1926,Primera,Español,0,,,1
978-8-086-10113-2,Mil años de cuentos. Tomo 2,Antología,Edelvives,1926,Primera,Español,0,,,1
978-9-544-38414-2,Milagros de nuestra señora,"Berceo, G. de",Ebro,1926,Primera,Español,0,,,1
978-7-407-19680-2,Milagros de nuestra señora : y otros poemas,"Berceo, G. de",CEPA,1926,Primera,Español,0,,,1
978-7-702-50744-0,Milagros de nuestra señora y sus otros poemas,"Berceo, Gonzalo de",Kapelusz,1926,Primera,Español,0,,,1
978-8-699-18333-4,"Milo, el gato malo","De Giorgi, Sergio",RiderChail,2013,Primera,Español,0,,Lit. Infantil (Rojo),1
978-1-563-94317-1,Mini-Antologia de cuentos tradicionales,"Bornemann, Elsa",Alfaguara,2013,Primera,Español,0,,,1
978-8-679-81779-2,Miniaturas,"Andruetto, María Teresa",Macmillan,2011,Primera,Español,0,,Lit. Infantil (Naranja),1
978-1-119-79270-3,Minino,"Martín, Susana",Plus Ultra,1926,Primera,Español,0,,,1
978-2-285-87405-7,Mirando al sur 1914-1930,"Luna, Félix Dir.",Crónica. Hyspamerica,1992,Primera,Español,0,,Historia Argentina,1
978-0-841-38397-5,Mireya,"Mistral, Federico",Espasa-Calpe,1926,Primera,Español,0,,,1
978-0-438-14778-2,Mis (terribles) fantasmas,"Melgar, Luis Tomás",Libsa,1926,Primera,Español,0,,,1
978-5-400-74328-3,Mis amigos : (poema del trabajo sencillo),"Cué Romano, Ramón",La Coruña,1926,Primera,Español,0,,,1
978-3-211-06745-1,Mis clásicos de Siempre. Volumen 2,-,Saldaña,1926,Primera,Español,0,,,1
978-0-699-79486-2,Mis clásicos de Siempre. Volumnen 1,-,Saldaña,1926,Primera,Español,0,,,1
978-6-947-11961-6,Mis confesiones,"Rousseau, Juan Jacobo",Futuro,1926,Primera,Español,0,,,1
978-6-025-99466-1,Mis fabulosos cuentos clásicos,Antología,El gato de hojalata,1926,Primera,Español,0,,,1
978-3-764-10196-1,Mis mis misterio,"Gesumaría, Susana",Plus Ultra,1926,Primera,Español,0,,,1
978-7-057-18544-7,Mis Montañas,"González, Joaquin V.",Jackson,1926,Primera,Español,0,,,1
978-1-064-03384-5,Mis montañas,"González, Joaquin V.",Anteojito,1926,Primera,Español,0,,,1
978-4-560-16334-4,Mis primeras adivinanzas. Adivina que es?. El colegio,,Yo Yo Books,1926,Primera,Español,0,,,1
978-3-851-14612-7,Mis primeras aventuras con mamá,"Capdevila, Roser & Fournier le Ray Anne Laure",Jardín de Genios,1926,Primera,Español,0,,,1
978-4-124-54005-5,Mis primeras aventuras con mi hermanito,"Capdevila, Roser & Gaudrat, Marie Agnés",Jardín de Genios,1926,Primera,Español,0,,,1
978-1-548-06276-7,Mis primeras aventuras con mi mascota,"Capdevila, Roser & Gaudrat, Marie Agnés",Jardín de Genios,1926,Primera,Español,0,,,1
978-1-219-33755-2,Mis primeras aventuras con papá,"Capdevila, Roser & Gaudrat, Marie Agnés",Jardín de Genios,1926,Primera,Español,0,,,1
978-4-122-21752-2,Mis primeras aventuras en el jardín,"Capdevila, Roser & Gaudrat, Marie Agnés",Jardín de Genios,1926,Primera,Español,0,,,1
978-0-938-73035-4,Mis primeras palabras : de 18 a 24 meses,-,[Infantil.com],1926,Primera,Español,0,,,1
978-7-531-96703-3,Miscelanea Historico - literaria,"Menendez Pidal, Ramon",Espasa-Calpe,1926,Primera,Español,0,,,1
978-5-330-16740-1,Misión secreta,"Montgomery, Reims",Atlántida,1926,Primera,Español,0,,,1
978-0-801-13908-6,Miss Marple y trece problemas,"Christie, Agatha",Planeta,1926,Primera,Español,0,,,1
978-0-542-07973-3,Mister Cuervo,"Morandeira, Luísa",de la Magnolia,2013,Primera,Español,0,,Lit. Infantil (rosa c),1
978-6-105-85584-4,Misteria pavoria; Cuentos de terror,"Calvimontes, Velia",Panamericana,1926,Primera,Español,0,,,1
978-3-390-63518-2,Misterio en el Caribe,"Christie, Agatha",Planeta,1926,Primera,Español,0,,,1
978-3-764-03263-0,Misterio en la casa encantada?,"de Luján Campos, María Luisa",Plus Ultra,1926,Primera,Español,0,,,1
978-5-721-83034-1,Misteriosa Buenos Aires,"Mujica Lainez, Manuel",Planeta,1926,Primera,Español,0,,,1
978-3-886-79063-0,Mithistorima y otros poemas,"Seferis, Yorgos",Hyspamerica/ Orbis,1926,Primera,Español,0,,,1
978-1-467-36192-7,Mitología Griega y Romana,"Steuding, Hermann",Labor,1926,Primera,Español,0,,,1
978-4-023-69772-0,Mitología Romana,"Solá, María Delia",Gradifco,1926,Primera,Español,0,,,1
978-2-147-02158-2,Mitologías,"Barthes, Roland",Siglo XXI,1926,Primera,Español,0,,,1
978-8-804-28589-2,Mitos clasificados 2,Hesído; Ovidio; Eurípides; Virgilio y Otros,Cantaro,1926,Primera,Español,0,,,1
978-3-548-87523-1,Mitos griegos,"Pope Osborne, Mary",Norma,1926,Primera,Español,0,,,1
978-6-678-30880-8,Mitos griegos : 7 historias extraordinarias,-,La estación,1926,Primera,Español,0,,,1
978-6-505-94061-4,Mitos y cuentos tradicionales,-,Ministerio de educación,1926,Primera,Español,0,,,1
978-5-985-39905-9,Mitos y leyendas de la Argentina: Historias que cuentan nuestro pueblo,"Rivera, Iris",Estrada,2006,Primera,Español,0,,Lit. Infantil (Blanco),1
978-5-540-14963-1,Mitos y recuerdos,"Birmajer, Marcelo",Alfaguara,2011,Primera,Español,0,,,1
978-7-361-97055-5,Mitre,"Jeanmaire, Federico",Seix Barral,1926,Primera,Español,0,,,1
978-6-078-65259-4,Moby Dick,"Melville, Herman",Planeta,1926,Primera,Español,0,,,1
978-7-752-11195-6,Moby Dick o La ballena Blanca 1,"Melville, Herman",Sudamericana,1926,Primera,Español,0,,,1
978-4-557-85382-1,Moby Dick o La ballena Blanca 2,"Melville, Herman",Sudamericana,1926,Primera,Español,0,,,1
978-8-567-94352-7,Moisés y el faraón de Egipto,"Montes, Graciela",Gramón,1926,Primera,Español,0,,,1
978-8-048-94457-9,Moisés y los diez mandamientons. José y la túnica de colores. Libro 2,-,Ovale,1926,Primera,Español,0,,,1
978-5-310-06070-8,Momias,"Steele, Philip",Genios,1926,Primera,Español,0,,,1
978-0-388-83375-9,Mongoles y Nuevos Reinos Islámicos. 8,-,Clarín,2005,Primera,Español,0,,Historia Universal,1
978-1-668-64133-0,Mónica estrella,"Rojas Daneri, Noemí",El gato de hojalata,1926,Primera,Español,0,,,1
978-4-416-06632-4,Monstruos argentinos : una colección de espantos,"Schuff, Nicolás",Estrada,1926,Primera,Español,0,,,1
978-3-137-70614-4,Monstruos de Marte,"Stine, R. L",Norma,1926,Primera,Español,0,,,1
978-6-748-31773-0,Monstruos por el borde del mundo,"Gimenez, Eduardo Abel",Edelvives,2012,Primera,Español,0,,,1
978-4-805-22674-2,Montañas,"Hynes, Margaret",Edilupa,1926,Primera,Español,0,,,1
978-4-350-94744-4,Montoneras y caudillos en la historia Argentina,"Garcia Mellid, Atilio,",Recuperación Nacional,1946,Primera,Español,0,,Historia Argentina,1
978-7-911-44058-3,Moritz y su abuelo Arcano,"Saracino, Luciano",RiderChail,2014,Primera,Español,0,,Lit. infantil (azul),1
978-2-076-16784-9,Mort Cinder,"Oesterheld, Héctor Germán & Breccia, Alberto",Colihue,1926,Primera,Español,0,,,1
978-9-126-21894-0,Motivos de Proteo,"Rodó, José Enrique",Cervantes,1926,Primera,Español,0,,,1
978-9-668-99997-0,Motología Nórdica,"Mogk, Eugen",Labor,1926,Primera,Español,0,,,1
978-8-944-96880-8,Movimiento,"Walpole, Brenda",Sigmar,1926,Primera,Español,0,,,1
978-0-954-28473-2,Mrs Dalloway,"Woolf, Virginia",Penguin,1926,Primera,Español,0,,,1
978-1-166-95780-3,"Muak, el pirata","Dedé, María Laura",Estrada,1926,Primera,Español,0,,,1
978-1-731-77016-5,Mucho ruido y pocas nueces. La tempestad,"Shakespeare, William",Fray Mocho,1994,Primera,Español,0,,Lit. Inglesa,1
978-4-868-56805-6,Muerte en el nilo,"Christie, Agatha",Planeta,1926,Primera,Español,0,,,1
978-1-811-34447-7,Muerte en la vicaría,"Christie, Agatha",Planeta,1926,Primera,Español,0,,,1
978-0-142-72132-2,Muestrario Gaucho,"Bernárdez Jacques, Elbio",Sociedad Editora Internacional,1926,Primera,Español,0,,,1
978-4-448-04011-8,Mujercitas,"Alcott, Louisa May",Sigmar,1926,Primera,Español,0,,,1
978-2-655-03466-1,Mujeres asesinas,"Grinstein, Marisa",Norma,1926,Primera,Español,0,,,1
978-6-677-87031-3,Mujeres de la Biblia,-,La estación,1926,Primera,Español,0,,,1
978-7-999-02590-0,Mujeres de ojos grandes,"Mastretta, Ángeles",Seix Barral,1926,Primera,Español,0,,,1
978-9-729-88457-3,Mujeres peligrosas,Antología,El ateneo,1926,Primera,Español,0,,,1
978-5-780-13143-4,Mundo Azul,"Barredo, José Eduardo",Norma,1998,Primera,Español,0,,,1
978-5-236-31825-9,Mundo Bilina,"Palacios, Cristian",SM,2008,Primera,Español,0,,,1
978-0-375-15639-7,Muñecos chicos,"Lipcovich, Pedro",El cuenco de plata,1926,Primera,Español,0,,,1
978-3-018-98448-7,Nace un bebé,"Espósito, María",La valijita,1926,Primera,Español,0,,,1
978-5-648-77374-5,Nada,"Laforet, Carmen",Destino,1926,Primera,Español,0,,,1
978-9-808-72169-0,Nada de tucanes!,"Bornemann, Elsa",Alfaguara,2012,Primera,Español,0,,,1
978-8-367-81206-1,Nada es eterno,"Sheldon, Sidney",Emecé,1926,Primera,Español,0,,,1
978-6-701-90539-4,"Nala y Dayamanti : del poema épico Mahabarata, India ; El ratón que fue muchos otros animales : cuento popular de la India","Ferro, Beatriz",Página 12,1926,Primera,Español,0,,,1
978-3-123-74827-1,Naranjas y marcianos,"Pescetti, Luis María",Sudamericana,1926,Primera,Español,0,,,1
978-6-778-29077-5,"Narcisa, la gata coqueta","De Giorgi, Sergio",RiderChail,2018,Primera,Español,0,,Lit Infantil (rojo),1
978-2-594-91725-4,"Nariz roja, nariz verde",Canela,Sudamericana ,2013,Primera,Español,0,,,1
978-6-954-06899-0,Narraciones extraordinarias,"Verne, J.",Acme,1926,Primera,Español,0,,,1
978-5-326-52511-6,Narraciones extraordinarias. 2º selección,"Poe, Edgar Allan",Editores,1926,Primera,Español,0,,,1
978-8-994-38231-9,Narraciones fantásticas,Antología,Alfaguara,1926,Primera,Español,0,,,1
978-5-715-36998-7,Narradores argentinos de hoy 1,Antología,Kapelusz,1926,Primera,Español,0,,,1
978-2-153-61535-5,Narradores argentinos de hoy 2,Antología,Kapelusz,1926,Primera,Español,0,,,1
978-3-128-89196-5,Natacha,"Pescetti, Luis María",Alfaguara,2014,Primera,Español,0,,,1
978-4-791-22463-0,Naturalez Salvaje. Vol. 5. África/ Asia,-,Folio,1926,Primera,Español,0,,,1
978-2-755-62092-4,Naufragios y comentarios : con dos cartas,"Núñez Cabeza de Vaca, Alvar",Espasa-Calpe,1926,Primera,Español,0,,,1
978-9-966-01597-6,Nave a Tierra,"Blasco, Martín",Norma,1926,Primera,Español,0,,,1
978-1-128-17977-9,Némesis,"Christie, Agatha",Planeta,1926,Primera,Español,0,,,1
978-8-645-47389-2,Neurociencia : bases y fundamentos,"Héctor Vázquez, Gustavo",Polemos,1926,Primera,Español,0,,,1
978-5-937-92764-4,Nicolás y la hormiga daltónica,"Rithner, Juan R.",Coquena,1926,Primera,Español,0,,,1
978-9-341-44165-9,Nido de Hidalgo,"Turguenev, Ivan",Sopena,1926,Primera,Español,0,,,1
978-5-294-65164-0,Niebla,"Unamuno, Miguel de",Salim,1926,Primera,Español,0,,,1
978-1-225-82210-3,Nietochka Nezvanova,"Dostoyevski, Fedor",Espasa Calpe,1926,Primera,Español,0,,,1
978-8-294-60799-0,Night at the Museum : secret of the Tomb,-,Scholastic,1926,Primera,Español,0,,,1
978-9-430-39432-3,Niña Bonita,"Machado, Ana María",Ekaré,2011,Primera,Español,0,,Lit. Infantil (Rosa c),1
978-3-254-63303-3,Niños héroes de la ecología,-,Emecé,1926,Primera,Español,0,,,1
978-9-372-52457-4,No comas renacuajos,"Montaña Ibáñez, Francisco",Calibroscopio. Babel ,2019,Primera,Español,0,,Lit. Juvenil,1
978-0-044-40160-5,No le pidas peras al olmo,"Levy, Hilda",Debolsillo,2010,Primera,Español,0,,,1
978-7-233-03245-9,No me lo vas a creer,"Molina, Alicia",Fondo de cultura económica,2013,Primera,Español,0,,,1
978-1-619-54102-3,No me olvides!,"Stine, R. L",Montena. Mondadori,2001,Primera,Español,0,,Lit. Juvenil,1
978-3-090-38899-9,"No te vayas, Pudú","Garrido de Rodríguez, Neli",Plus Ultra,1926,Primera,Español,0,,,1
978-6-335-66502-2,Noche de Terror,"Rice, Allan P.",Genios,1926,Primera,Español,0,,,1
978-5-457-94949-2,Noche Tótem,"Girondo, Oliverio",Colihue,1926,Primera,Español,0,,,1
978-2-666-65120-8,Noches blancas,"Dostoyevski, Fiodor M.",Biblioteca Página 12,1926,Primera,Español,0,,,1
978-7-506-13966-3,Noches Florentinas y Espiritus elementales,"Geime, Enrique",Revista de Occidente,1926,Primera,Español,0,,,1
978-5-660-58138-0,Nocturno,"Estrella Gutiérrez, Fermín",Losada,1926,Primera,Español,0,,,1
978-1-594-38803-3,Noni y el complot de las flores,"Otero, Sole",Hotel de las ideas,1926,Primera,Español,0,,,1
978-1-228-28604-9,Norma,"Aguirre, Sergio",,2017,Primera,Español,0,,,1
978-0-722-96465-1,Northumbria. El último reino,"Cornwell, Bernard",edhasa,1926,Primera,Español,0,,,1
978-7-077-94636-3,"Nosotos, los de entonces, ya no somos los mismos","Bird, Poldy",Orión,1926,Primera,Español,0,,,1
978-6-989-74975-8,Nosotros en la luna,"Kellen, Alice",Planeta,2024,Primera,Español,0,,Lit. Juvenil,1
978-2-578-21619-9,Notas de prensa I. Obra periodística (1961-1984),"García Márquez, Gabriel",Sudamericana,2008,Primera,Español,0,,Lit. Latinoamericana,1
978-3-142-79795-3,Notas de prensa II. Obra periodística (1961-1984),"García Márquez, Gabriel",Sudamericana,2008,Primera,Español,0,,Lit. Latinoamericana,1
978-9-907-75107-9,Noticia de un secuentro,"García Márquez, Gabriel",Sudamericana,2008,Primera,Español,0,,Lit. Latinoamericana,1
978-6-851-38550-3,Noticias Históricas de la República Argentina,"Nuñez, Ignacio",Jackson,1926,Primera,Español,0,,,1
978-2-141-22179-7,Noticias para los cinco,"Voilier, Claude",Ediciones Junior,1987,Primera,Español,0,,Lit. Juvenil,1
978-9-660-49083-3,"Novelas ejemplares : (Choix, Extraits, Analyses)","Cervantes Saavedra, Miguel de",Librarie Garnier Fréres,1926,Primera,Español,0,,,1
978-6-058-29934-4,Novelas ejemplares : I,"Cervantes Saavedra, Miguel de",Losada,1926,Primera,Español,0,,,1
978-7-662-56028-8,"Novelas ejemplares : textos completos, notas de Roque Esteban Scarpa","Cervantes Saavedra, Miguel de",Andrés Bello,1926,Primera,Español,0,,,1
978-8-853-72948-4,Novelas ejemplares : tomo II,"Cervantes Saavedra, Miguel de",Sopena,1926,Primera,Español,0,,,1
978-9-016-17951-1,Novelas I,"Huxley, Aldous",Planeta,1926,Primera,Español,0,,,1
978-1-953-28381-8,Novelas y cuentos,Voltaire,Planeta,1926,Primera,Español,0,,,1
978-6-891-10436-2,Nuestra Argentina : todo sobre Belgrano de la A a la Z,-,Billiken,1926,Primera,Español,0,,,1
978-1-052-15549-8,Nuestras ciudades I,-,[Billiken],1926,Primera,Español,0,,,1
978-6-642-91797-5,Nuestras ciudades II,-,[Billiken],1926,Primera,Español,0,,,1
978-4-201-60913-2,Nuestro medio ambiente,-,Planeta,1926,Primera,Español,0,,,1
978-7-500-49206-1,Nuestro padre el árbol,"Franco, Luis Leopoldo",Anteojito,1926,Primera,Español,0,,,1
978-3-975-32094-6,Nuestros cuentos : una antología de la narrativa argentina,-,[s.n],1926,Primera,Español,0,,,1
978-1-455-03475-8,Nueva antología personal,"Borges, Jorge Luis",Bruguera,1926,Primera,Español,0,,,1
978-2-329-43925-9,Nueva historia de la gran literatura iberoamericana,"Torres Ríoseco, Arturo",Emecé,1926,Primera,Español,0,,,1
978-3-372-69485-5,Nueve cuentos,"Salinger, J. D.",Edhasa,1926,Primera,Español,0,,,1
978-6-984-20721-5,Nuevos cuentos del mar,"London, Jack",Ediciones 29,1926,Primera,Español,0,,,1
978-0-136-28758-2,Nuevos Potencias y Repúblicas Americanas. 14,-,Clarín,2005,Primera,Español,0,,Historia Universal,1
978-7-489-28686-6,Nunca lo supe,"Gaitán, Daniel",Dunken,1926,Primera,Español,0,,,1
978-6-242-84178-6,Obelix y compañia,"Goscinny, R. Uderzo, A.",Salvat,1926,Primera,Español,0,,,1
978-9-572-68698-0,Obra completa,"Manrique, Jorge",Espasa-Calpe,1926,Primera,Español,0,,,1
978-0-174-41748-4,Obra Poética,"Orozco, Olga",Corregidor,1926,Primera,Español,0,,,1
978-4-529-02212-5,Obras,"Bécquer, Gustavo Adolfo",Vergara,1926,Primera,Español,0,,,1
978-1-361-64499-7,Obras Completas,"Kipling, Rudyard",José Janés,1926,Primera,Español,0,,,1
978-1-760-60694-7,Obras completas,"Calderón de la Barca, Pedro",Aguilar,1926,Primera,Español,0,,,1
978-3-460-44345-7,Obras completas 1. (1923-1949),"Borges, Jorge Luis",Emecé,1926,Primera,Español,0,,,1
978-9-585-64900-2,Obras completas 2 (1952-1972),"Borges, Jorge Luis",Emecé,1926,Primera,Español,0,,,1
978-9-920-91865-7,Obras completas 3 (1975-1985),"Borges, Jorge Luis",Emecé,1926,Primera,Español,0,,,1
978-7-409-56363-3,Obras completas de D. José M. Pereda : tomo IX Sotileza,"Pereda, José M. de",Viuda e hijos de Manuel Tello,1926,Primera,Español,0,,,1
978-0-808-91481-5,Obras completas de Dante Alighieri,"Alighieri, Dante",La Editorial Católica,1926,Primera,Español,0,,,1
978-7-298-13560-7,Obras completas de Lorenzo Gracian. Tomo III,"Gracián, Baltasar",Poblet,1926,Primera,Español,0,,,1
978-2-959-07021-1,Obras completas II,"Cervantes, Miguel de",Aguilar,1926,Primera,Español,0,,,1
978-1-098-39198-0,Obras completas II (1952-1972),"Borges, Jorge Luis",Emecé,1926,Primera,Español,0,,,1
978-3-762-89837-5,Obras completas III (1975-1985),"Borges, Jorge Luis",Emecé,1926,Primera,Español,0,,,1
